Gene	Disease	database_assertedBy	score_DisGeNet
entrez.2243	mondo.0014452	omim	
entrez.2243	mondo.0007099	omim, disgenet	0.6
entrez.2243	mondo.0008737	omim	
entrez.2243	mondo.0001751	disgenet	0.4
entrez.2243	mondo.0005240	disgenet	0.4
entrez.2243	mondo.0021245	disgenet	0.3
entrez.2243	mondo.0005279	disgenet	0.5
entrez.2243	mondo.0002305	disgenet	0.3
entrez.2243	mondo.0005399	disgenet	0.41
entrez.2243	mondo.0015137	disgenet	0.3
entrez.54110	mondo.0012813	omim	
entrez.2266	mondo.0008737	omim	
entrez.2266	mondo.0014452	omim	
entrez.2266	mondo.0021085	disgenet	0.3
entrez.2266	mondo.0007648	disgenet	0.3
entrez.9227	mondo.0013231	omim, disgenet	0.7
entrez.9227	mondo.0019200	disgenet	0.6
entrez.9227	mondo.0007016	disgenet	0.3
entrez.9227	mondo.0018998	disgenet	0.55
entrez.9227	mondo.0010788	disgenet	0.3
entrez.2982	mondo.0014331	omim, disgenet	0.6
entrez.2982	mondo.0021063	disgenet	0.3
entrez.2982	mondo.0005401	disgenet	0.3
entrez.2982	mondo.0004971	disgenet	0.3
entrez.2982	mondo.0005044	disgenet	0.41
entrez.2982	mondo.0005010	disgenet	0.3
entrez.6999	mondo.0010907	omim, disgenet	0.61
entrez.6999	mondo.0004985	disgenet	0.31
entrez.2743	mondo.0013828	omim, disgenet	0.6
entrez.2110	mondo.0009282	omim, disgenet	0.7
entrez.2110	mondo.0008779	disgenet	0.3
entrez.2110	mondo.0015225	disgenet	0.3
entrez.2110	mondo.0019046	disgenet	0.3
entrez.2110	mondo.0005066	disgenet	0.32
entrez.2110	mondo.0011122	disgenet	0.3
entrez.2110	mondo.0004069	disgenet	0.3
entrez.2110	mondo.0005575	disgenet	0.3
entrez.9693	mondo.0054847	omim	
entrez.9693	mondo.0016022	disgenet	0.3
entrez.9693	mondo.0019486	disgenet	0.3
entrez.9693	mondo.0011794	disgenet	0.3
entrez.9693	mondo.0011506	disgenet	0.3
entrez.6307	mondo.0014793	omim, disgenet	0.7
entrez.6307	mondo.0016056	disgenet	0.3
entrez.6307	mondo.0016597	disgenet	0.3
entrez.7092	mondo.0013123	omim, disgenet	0.6
entrez.7092	mondo.0020434	disgenet	0.3
entrez.23022	mondo.0011739	omim	
entrez.23022	mondo.0015278	disgenet	0.33
entrez.266790	mondo.0011802	omim	
entrez.4750	mondo.0054750	omim	
entrez.4750	mondo.0009894	omim	
entrez.4750	mondo.0004976	disgenet	0.61
entrez.4750	mondo.0009642	disgenet	0.3
entrez.4750	mondo.0019019	disgenet	0.3
entrez.4750	mondo.0015461	disgenet	0.31
entrez.4750	mondo.0005061	disgenet	0.3
entrez.4750	mondo.0011348	disgenet	0.31
entrez.4750	mondo.0003050	disgenet	0.3
entrez.3248	mondo.0007343	omim	
entrez.3248	mondo.0024546	omim	
entrez.3248	mondo.0016620	disgenet	0.8
entrez.3248	mondo.0002454	disgenet	0.3
entrez.3248	mondo.0015277	disgenet	0.3
entrez.3248	mondo.0008315	disgenet	0.32
entrez.3248	mondo.0015075	disgenet	0.3
entrez.3248	mondo.0008305	disgenet	0.3
entrez.3248	mondo.0008172	disgenet	0.3
entrez.3248	mondo.0015466	disgenet	0.3
entrez.101059903	mondo.0010877	omim	
entrez.100359393	mondo.0013241	omim, disgenet	0.3
entrez.7424	mondo.0014393	omim, disgenet	0.4
entrez.7424	mondo.0016982	disgenet	0.3
entrez.7424	mondo.0005833	disgenet	0.31
entrez.7424	mondo.0005105	disgenet	0.39
entrez.7424	mondo.0004989	disgenet	0.4
entrez.7424	mondo.0019313	disgenet	0.34
entrez.175	mondo.0008830	omim, disgenet	1.0
entrez.55714	mondo.0014059	omim, disgenet	0.4
entrez.55714	mondo.0016023	disgenet	0.3
entrez.55714	mondo.0022742	disgenet	0.3
entrez.23723	mondo.0011657	omim	
entrez.80870	mondo.0007486	omim	
entrez.60684	mondo.0014144	omim, disgenet	0.7
entrez.60684	mondo.0009279	disgenet	0.3
entrez.60684	mondo.0015286	disgenet	0.3
entrez.60684	mondo.0016971	disgenet	0.41
entrez.60684	mondo.0019950	disgenet	0.3
entrez.201973	mondo.0014177	omim, disgenet	0.6
entrez.291	mondo.0014175	omim	
entrez.291	mondo.0014959	omim, disgenet	0.6
entrez.291	mondo.0012238	omim, disgenet	0.6
entrez.291	mondo.0008779	disgenet	0.3
entrez.291	mondo.0015225	disgenet	0.3
entrez.291	mondo.0004985	disgenet	0.32
entrez.291	mondo.0005045	disgenet	0.4
entrez.291	mondo.0019046	disgenet	0.3
entrez.291	mondo.0019952	disgenet	0.3
entrez.291	mondo.0004069	disgenet	0.42
entrez.291	mondo.0024528	disgenet	0.3
entrez.291	mondo.0008922	disgenet	0.31
entrez.55325	mondo.0060702	omim	
entrez.55325	mondo.0007726	omim	
entrez.7098	mondo.0004951	omim	
entrez.7098	mondo.0013075	omim	
entrez.7098	mondo.0005109	disgenet	0.32
entrez.285440	mondo.0008865	omim, disgenet	1.0
entrez.3818	mondo.0012901	omim	
entrez.3818	mondo.0006690	disgenet	0.3
entrez.3818	mondo.0005279	disgenet	0.3
entrez.2160	mondo.0012897	omim, disgenet	1.0
entrez.2160	mondo.0005044	disgenet	0.3
entrez.431	mondo.0007172	omim	
entrez.100307120	mondo.0013102	omim	
entrez.100316847	mondo.0013097	omim	
entrez.100271687	mondo.0012942	omim	
entrez.317668	mondo.0012139	omim	
entrez.4266	mondo.0011164	omim	
entrez.100270641	mondo.0012932	omim	
entrez.6389	mondo.0013339	omim, disgenet	0.4
entrez.6389	mondo.0009723	omim, disgenet	0.52
entrez.6389	mondo.0013602	omim, disgenet	0.6
entrez.6389	mondo.0009641	omim	
entrez.6389	mondo.0004992	disgenet	0.3
entrez.6389	mondo.0005021	disgenet	0.6
entrez.6389	mondo.0019046	disgenet	0.31
entrez.6389	mondo.0008143	disgenet	0.3
entrez.6389	mondo.0021511	disgenet	0.3
entrez.6389	mondo.0002120	disgenet	0.3
entrez.6389	mondo.0011719	disgenet	0.5
entrez.6389	mondo.0016333	disgenet	0.3
entrez.6389	mondo.0003606	disgenet	0.3
entrez.6389	mondo.0004069	disgenet	0.31
entrez.6389	mondo.0007269	disgenet	0.31
entrez.6389	mondo.0018901	disgenet	0.3
entrez.6550	mondo.0014808	omim	
entrez.6550	mondo.0004565	disgenet	0.3
entrez.9319	mondo.0054736	omim	
entrez.9319	mondo.0016056	disgenet	0.3
entrez.9319	mondo.0005564	disgenet	0.3
entrez.9319	mondo.0019004	disgenet	0.61
entrez.9319	mondo.0005040	disgenet	0.3
entrez.9319	mondo.0000141	disgenet	0.5
entrez.340024	mondo.0009448	omim, disgenet	0.51
entrez.340024	mondo.0009324	omim, disgenet	1.0
entrez.340024	mondo.0007677	omim, disgenet	0.41
entrez.7015	mondo.0014056	omim	
entrez.7015	mondo.0013878	omim, disgenet	0.6
entrez.7015	mondo.0018874	omim	
entrez.7015	mondo.0013521	omim, disgenet	0.6
entrez.7015	mondo.0001187	disgenet	0.4
entrez.7015	mondo.0004987	disgenet	0.4
entrez.7015	mondo.0004992	disgenet	0.35
entrez.7015	mondo.0005341	disgenet	0.3
entrez.7015	mondo.0005233	disgenet	0.4
entrez.7015	mondo.0007404	disgenet	0.33
entrez.7015	mondo.0021042	disgenet	0.5
entrez.7015	mondo.0005240	disgenet	0.3
entrez.7015	mondo.0005402	disgenet	0.3
entrez.7015	mondo.0011996	disgenet	0.36
entrez.7015	mondo.0004721	disgenet	0.38
entrez.7015	mondo.0005105	disgenet	0.5
entrez.7015	mondo.0005072	disgenet	0.39
entrez.7015	mondo.0019203	disgenet	0.35
entrez.7015	mondo.0002454	disgenet	0.32
entrez.7015	mondo.0006639	disgenet	0.31
entrez.7015	mondo.0003268	disgenet	0.3
entrez.7015	mondo.0015780	disgenet	0.7
entrez.7015	mondo.0008939	disgenet	0.4
entrez.7015	mondo.0005006	disgenet	0.31
entrez.7015	mondo.0002691	disgenet	0.36
entrez.7015	mondo.0003865	disgenet	0.3
entrez.7015	mondo.0012197	disgenet	0.3
entrez.7015	mondo.0008315	disgenet	0.4
entrez.7015	mondo.0002334	disgenet	0.31
entrez.7015	mondo.0015075	disgenet	0.5
entrez.7015	mondo.0015917	disgenet	0.4
entrez.7015	mondo.0004989	disgenet	0.5
entrez.7015	mondo.0002939	disgenet	0.3
entrez.7015	mondo.0018177	disgenet	0.42
entrez.7015	mondo.0018045	disgenet	0.52
entrez.7015	mondo.0005010	disgenet	0.31
entrez.7015	mondo.0018961	disgenet	0.3
entrez.6531	mondo.0008575	omim	
entrez.6531	mondo.0013150	omim, disgenet	0.75
entrez.6531	mondo.0054835	omim	
entrez.6531	mondo.0004985	disgenet	0.4
entrez.6531	mondo.0005071	disgenet	0.31
entrez.6531	mondo.0005180	disgenet	0.6
entrez.4726	mondo.0032615	omim	
entrez.4726	mondo.0004069	disgenet	0.3
entrez.4726	mondo.0009640	disgenet	0.8
entrez.54888	mondo.0012613	omim, disgenet	0.6
entrez.54888	mondo.0009124	disgenet	0.31
entrez.4552	mondo.0011120	omim, disgenet	0.3
entrez.4552	mondo.0009354	omim, disgenet	0.7
entrez.4552	mondo.0004972	disgenet	0.3
entrez.4552	mondo.0004737	disgenet	0.46
entrez.4552	mondo.0005372	disgenet	0.33
entrez.4552	mondo.0005071	disgenet	0.3
entrez.4552	mondo.0000577	disgenet	0.3
entrez.4552	mondo.0005032	disgenet	0.3
entrez.4552	mondo.0003435	disgenet	0.3
entrez.4552	mondo.0002533	disgenet	0.3
entrez.4552	mondo.0004743	disgenet	0.35
entrez.4552	mondo.0009352	disgenet	0.3
entrez.4552	mondo.0005575	disgenet	0.34
entrez.724058	mondo.0012443	omim	
entrez.22948	mondo.0009748	omim, disgenet	0.7
entrez.22948	mondo.0015626	disgenet	0.3
entrez.22948	mondo.0005109	disgenet	0.3
entrez.22948	mondo.0019064	disgenet	0.3
entrez.22948	mondo.0005061	disgenet	0.3
entrez.22948	mondo.0004989	disgenet	0.3
entrez.10299	mondo.0013322	omim	
entrez.1767	mondo.0012085	omim, disgenet	0.8
entrez.1767	mondo.0004979	disgenet	0.3
entrez.7204	mondo.0014892	omim, disgenet	0.7
entrez.7204	mondo.0018874	disgenet	0.3
entrez.7204	mondo.0004721	disgenet	0.3
entrez.7204	mondo.0005191	disgenet	0.3
entrez.7204	mondo.0002691	disgenet	0.3
entrez.90268	mondo.0014912	omim, disgenet	0.7
entrez.90268	mondo.0015137	disgenet	0.3
entrez.56172	mondo.0007397	omim, disgenet	0.88
entrez.56172	mondo.0007319	omim	
entrez.56172	mondo.0019019	disgenet	0.3
entrez.100653370	mondo.0013508	omim	
entrez.100302681	mondo.0011967	omim	
entrez.54463	mondo.0013142	omim, disgenet	0.4
entrez.54463	mondo.0015626	disgenet	0.3
entrez.54463	mondo.0009131	disgenet	0.3
entrez.54463	mondo.0018213	disgenet	0.3
entrez.54463	mondo.0009746	disgenet	0.3
entrez.54463	mondo.0012092	disgenet	0.3
entrez.54463	mondo.0009459	disgenet	0.3
entrez.54463	mondo.0015364	disgenet	0.3
entrez.54463	mondo.0019941	disgenet	0.3
entrez.54463	mondo.0008718	disgenet	0.3
entrez.450090	mondo.0007743	omim	
entrez.246260	mondo.0011757	omim	
entrez.100188808	mondo.0007781	omim	
entrez.780921	mondo.0012428	omim	
entrez.6897	mondo.0032806	omim	
entrez.6897	mondo.0020122	disgenet	0.3
entrez.6897	mondo.0018845	disgenet	0.3
entrez.100271695	mondo.0012957	omim	
entrez.51151	mondo.0044256	omim	
entrez.51151	mondo.0011683	omim, disgenet	0.95
entrez.51151	mondo.0005341	disgenet	0.4
entrez.51151	mondo.0005096	disgenet	0.43
entrez.51151	mondo.0005105	disgenet	0.5
entrez.51151	mondo.0017304	disgenet	0.31
entrez.51151	mondo.0002939	disgenet	0.3
entrez.23600	mondo.0008967	omim, disgenet	0.7
entrez.23600	mondo.0013681	omim, disgenet	0.91
entrez.23600	mondo.0004972	disgenet	0.35
entrez.23600	mondo.0001751	disgenet	0.4
entrez.23600	mondo.0007790	disgenet	0.3
entrez.23600	mondo.0005154	disgenet	0.3
entrez.23600	mondo.0015358	disgenet	0.3
entrez.23600	mondo.0005032	disgenet	0.3
entrez.23600	mondo.0003435	disgenet	0.3
entrez.23600	mondo.0002533	disgenet	0.3
entrez.23600	mondo.0019053	disgenet	0.31
entrez.23600	mondo.0008315	disgenet	0.4
entrez.23600	mondo.0005575	disgenet	0.33
entrez.134218	mondo.0014887	omim, disgenet	0.4
entrez.134218	mondo.0000577	disgenet	0.3
entrez.134218	mondo.0000159	disgenet	0.3
entrez.134218	mondo.0013851	disgenet	0.3
entrez.134218	mondo.0014317	disgenet	0.3
entrez.64902	mondo.0008860	omim	
entrez.64902	mondo.0019052	disgenet	0.3
entrez.5618	mondo.0014250	omim	
entrez.5618	mondo.0014249	omim, disgenet	0.6
entrez.5618	mondo.0004993	disgenet	0.3
entrez.5618	mondo.0005804	disgenet	0.73
entrez.5618	mondo.0006406	disgenet	0.3
entrez.5618	mondo.0005617	disgenet	0.3
entrez.79925	mondo.0032898	omim	
entrez.3575	mondo.0012163	omim, disgenet	0.7
entrez.3575	mondo.0005388	disgenet	0.4
entrez.3575	mondo.0005101	disgenet	0.42
entrez.3575	mondo.0005301	disgenet	0.5
entrez.133686	mondo.0014464	omim, disgenet	0.6
entrez.133686	mondo.0004069	disgenet	0.3
entrez.6507	mondo.0012982	omim, disgenet	0.72
entrez.6507	mondo.0004985	disgenet	0.3
entrez.6507	mondo.0015626	disgenet	0.3
entrez.6507	mondo.0016241	disgenet	0.33
entrez.25836	mondo.0007387	omim	
entrez.25836	mondo.0019019	disgenet	0.3
entrez.25836	mondo.0021945	disgenet	0.3
entrez.25836	mondo.0016033	disgenet	0.9
entrez.25836	mondo.0010370	disgenet	0.3
entrez.25836	mondo.0012555	disgenet	0.3
entrez.25836	mondo.0013169	disgenet	0.3
entrez.65250	mondo.0013824	omim	
entrez.65250	mondo.0010176	omim, disgenet	0.63
entrez.65250	mondo.0011224	disgenet	0.3
entrez.9631	mondo.0014340	omim, disgenet	0.6
entrez.9631	mondo.0012066	disgenet	0.3
entrez.2668	mondo.0008233	omim	
entrez.2668	mondo.0013383	omim	
entrez.2668	mondo.0008852	omim, disgenet	0.6
entrez.2668	mondo.0004985	disgenet	0.32
entrez.2668	mondo.0016698	disgenet	0.31
entrez.2668	mondo.0018177	disgenet	0.34
entrez.2668	mondo.0021042	disgenet	0.4
entrez.2668	mondo.0018309	disgenet	0.9
entrez.2668	mondo.0007739	disgenet	0.33
entrez.2668	mondo.0016695	disgenet	0.3
entrez.2668	mondo.0005180	disgenet	0.4
entrez.2668	mondo.0006966	disgenet	0.3
entrez.2668	mondo.0002125	disgenet	0.3
entrez.2668	mondo.0021511	disgenet	0.3
entrez.2668	mondo.0016699	disgenet	0.3
entrez.2668	mondo.0003268	disgenet	0.3
entrez.2668	mondo.0002543	disgenet	0.3
entrez.2668	mondo.0002540	disgenet	0.3
entrez.2668	mondo.0016700	disgenet	0.3
entrez.2668	mondo.0016702	disgenet	0.3
entrez.2668	mondo.0003475	disgenet	0.3
entrez.2668	mondo.0016682	disgenet	0.3
entrez.2668	mondo.0016696	disgenet	0.3
entrez.2668	mondo.0003606	disgenet	0.3
entrez.2668	mondo.0015917	disgenet	0.31
entrez.2668	mondo.0016621	disgenet	0.3
entrez.2668	mondo.0000550	disgenet	0.3
entrez.2668	mondo.0003470	disgenet	0.3
entrez.2668	mondo.0010820	disgenet	0.5
entrez.2668	mondo.0019719	disgenet	0.3
entrez.100190931	mondo.0012841	omim	
entrez.3977	mondo.0011108	omim, disgenet	0.77
entrez.3977	mondo.0019019	disgenet	0.3
entrez.3977	mondo.0008487	disgenet	0.3
entrez.3977	mondo.0008315	disgenet	0.3
entrez.3977	mondo.0005575	disgenet	0.32
entrez.9180	mondo.0024522	omim, disgenet	0.71
entrez.9180	mondo.0005233	disgenet	0.3
entrez.9180	mondo.0006292	disgenet	0.3
entrez.9180	mondo.0015137	disgenet	0.3
entrez.2533	mondo.0010120	omim, disgenet	0.4
entrez.2533	mondo.0006525	disgenet	0.3
entrez.735	mondo.0014266	omim, disgenet	0.6
entrez.735	mondo.0013445	omim, disgenet	0.65
entrez.735	mondo.0016367	disgenet	0.31
entrez.735	mondo.0006548	disgenet	0.3
entrez.735	mondo.0003778	disgenet	0.3
entrez.735	mondo.0018059	disgenet	0.3
entrez.735	mondo.0005150	disgenet	0.4
entrez.735	mondo.0008054	disgenet	0.3
entrez.735	mondo.0006292	disgenet	0.3
entrez.730	mondo.0012412	omim, disgenet	0.62
entrez.729	mondo.0012908	omim, disgenet	0.42
entrez.729	mondo.0002869	disgenet	0.3
entrez.729	mondo.0018891	disgenet	0.3
entrez.5019	mondo.0009492	omim	
entrez.2690	mondo.0007750	omim	
entrez.2690	mondo.0011420	omim	
entrez.2690	mondo.0009877	omim	
entrez.2690	mondo.0024644	disgenet	0.3
entrez.2690	mondo.0015892	disgenet	1.0
entrez.2690	mondo.0008315	disgenet	0.34
entrez.23530	mondo.0013874	omim, disgenet	0.6
entrez.23530	mondo.0010264	disgenet	0.3
entrez.23530	mondo.0004069	disgenet	0.3
entrez.2255	mondo.0008397	omim	
entrez.2255	mondo.0007872	omim, disgenet	0.93
entrez.2255	mondo.0016043	disgenet	0.31
entrez.2255	mondo.0016034	disgenet	0.31
entrez.2255	mondo.0016064	disgenet	0.31
entrez.2255	mondo.0015469	disgenet	0.3
entrez.2255	mondo.0011348	disgenet	0.3
entrez.2255	mondo.0008315	disgenet	0.3
entrez.2255	mondo.0004989	disgenet	0.33
entrez.348980	mondo.0032777	omim	
entrez.348980	mondo.0014377	omim, disgenet	0.6
entrez.348980	mondo.0001386	disgenet	0.5
entrez.348980	mondo.0010632	disgenet	0.3
entrez.3673	mondo.0013622	omim	
entrez.3673	mondo.0006951	disgenet	0.3
entrez.4338	mondo.0009644	omim, disgenet	0.7
entrez.4724	mondo.0009640	omim, disgenet	0.7
entrez.4724	mondo.0009723	disgenet	0.9
entrez.4724	mondo.0019046	disgenet	0.4
entrez.4724	mondo.0004069	disgenet	0.3
entrez.8988	mondo.0013243	omim, disgenet	0.5
entrez.8988	mondo.0015626	disgenet	0.33
entrez.8988	mondo.0011585	disgenet	0.3
entrez.345643	mondo.0032872	omim	
entrez.10309	mondo.0014378	omim, disgenet	0.6
entrez.10309	mondo.0002267	disgenet	0.3
entrez.133396	mondo.0013502	omim, disgenet	0.3
entrez.133396	mondo.0015301	disgenet	0.42
entrez.133396	mondo.0024522	disgenet	0.31
entrez.133396	mondo.0015137	disgenet	0.3
entrez.3572	mondo.0032796	omim	
entrez.3572	mondo.0008383	disgenet	0.56
entrez.3572	mondo.0004993	disgenet	0.3
entrez.3572	mondo.0005249	disgenet	0.32
entrez.3572	mondo.0024644	disgenet	0.3
entrez.3572	mondo.0006406	disgenet	0.3
entrez.3572	mondo.0005617	disgenet	0.3
entrez.3572	mondo.0008315	disgenet	0.3
entrez.3572	mondo.0006857	disgenet	0.3
entrez.3572	mondo.0005575	disgenet	0.5
entrez.3572	mondo.0005271	disgenet	0.3
entrez.4214	mondo.0013410	omim, disgenet	0.6
entrez.4214	mondo.0010765	disgenet	0.31
entrez.4214	mondo.0002145	disgenet	0.3
entrez.4214	mondo.0008315	disgenet	0.32
entrez.4214	mondo.0004989	disgenet	0.5
entrez.4214	mondo.0016674	disgenet	0.3
entrez.5144	mondo.0013822	omim, disgenet	0.61
entrez.5144	mondo.0004979	disgenet	0.48
entrez.5144	mondo.0019797	disgenet	0.59
entrez.5144	mondo.0008315	disgenet	0.31
entrez.5144	mondo.0007044	disgenet	0.3
entrez.100126594	mondo.0012655	omim	
entrez.1161	mondo.0019569	omim, disgenet	0.78
entrez.1161	mondo.0013829	omim, disgenet	0.4
entrez.1161	mondo.0008779	disgenet	0.3
entrez.1161	mondo.0015225	disgenet	0.3
entrez.1161	mondo.0016006	disgenet	0.6
entrez.1161	mondo.0018024	disgenet	0.3
entrez.1161	mondo.0019046	disgenet	0.3
entrez.1161	mondo.0019019	disgenet	0.3
entrez.1161	mondo.0008998	disgenet	0.5
entrez.1161	mondo.0019570	disgenet	0.53
entrez.91942	mondo.0032616	omim	
entrez.91942	mondo.0009723	disgenet	0.41
entrez.91942	mondo.0004069	disgenet	0.31
entrez.91942	mondo.0009640	disgenet	0.5
entrez.57688	mondo.0011359	omim, disgenet	0.62
entrez.57688	mondo.0060642	omim	
entrez.57688	mondo.0011348	disgenet	0.3
entrez.3796	mondo.0014170	omim, disgenet	0.6
entrez.3796	mondo.0016056	disgenet	0.3
entrez.3796	mondo.0015204	disgenet	0.3
entrez.3350	mondo.0013850	omim, disgenet	0.4
entrez.3350	mondo.0004985	disgenet	0.34
entrez.3350	mondo.0021085	disgenet	0.3
entrez.3350	mondo.0001386	disgenet	0.3
entrez.3350	mondo.0007648	disgenet	0.3
entrez.3350	mondo.0015137	disgenet	0.3
entrez.10283	mondo.0009598	omim, disgenet	0.6
entrez.252843	mondo.0011770	omim	
entrez.64644	mondo.0011563	omim	
entrez.64644	mondo.0016070	disgenet	0.32
entrez.5295	mondo.0014083	omim, disgenet	0.4
entrez.5295	mondo.0010026	omim, disgenet	0.76
entrez.5295	mondo.0014453	omim, disgenet	0.4
entrez.5295	mondo.0007243	disgenet	0.3
entrez.5295	mondo.0004992	disgenet	0.31
entrez.5295	mondo.0004993	disgenet	0.3
entrez.5295	mondo.0021042	disgenet	0.31
entrez.5295	mondo.0006406	disgenet	0.3
entrez.5295	mondo.0005617	disgenet	0.3
entrez.5295	mondo.0008315	disgenet	0.33
entrez.5295	mondo.0005008	disgenet	0.3
entrez.5295	mondo.0018177	disgenet	0.31
entrez.5295	mondo.0011096	disgenet	0.3
entrez.5295	mondo.0018338	disgenet	0.3
entrez.153562	mondo.0012420	omim, disgenet	0.51
entrez.100506658	mondo.0020789	omim	
entrez.100506658	mondo.0009626	omim, disgenet	0.73
entrez.100506658	mondo.0004992	disgenet	0.3
entrez.100506658	mondo.0011057	disgenet	0.3
entrez.100506658	mondo.0019514	disgenet	0.3
entrez.100506658	mondo.0019046	disgenet	0.3
entrez.100506658	mondo.0005283	disgenet	0.3
entrez.100506658	mondo.0004989	disgenet	0.33
entrez.6607	mondo.0009672	omim, disgenet	0.89
entrez.6607	mondo.0001516	disgenet	0.4
entrez.6607	mondo.0018894	disgenet	0.31
entrez.6607	mondo.0010735	disgenet	0.3
entrez.6607	mondo.0018687	disgenet	0.31
entrez.6606	mondo.0009673	omim	
entrez.6606	mondo.0009672	omim, disgenet	0.98
entrez.6606	mondo.0009669	omim	
entrez.6606	mondo.0010056	omim	
entrez.6606	mondo.0015626	disgenet	0.34
entrez.6606	mondo.0001516	disgenet	0.5
entrez.6606	mondo.0018894	disgenet	0.31
entrez.6606	mondo.0010735	disgenet	0.3
entrez.6606	mondo.0018687	disgenet	0.31
entrez.55814	mondo.0032639	omim	
entrez.55814	mondo.0019588	disgenet	0.3
entrez.64087	mondo.0008862	omim	
entrez.64087	mondo.0018950	disgenet	0.32
entrez.9607	mondo.0019182	omim	
entrez.9607	mondo.0004985	disgenet	0.01
entrez.9607	mondo.0011122	disgenet	0.5
entrez.3074	mondo.0010006	omim, disgenet	0.9
entrez.3074	mondo.0017723	disgenet	0.52
entrez.3074	mondo.0017721	disgenet	0.63
entrez.3074	mondo.0017722	disgenet	0.53
entrez.84340	mondo.0032726	omim	
entrez.84340	mondo.0004069	disgenet	0.4
entrez.10087	mondo.0014599	omim	
entrez.10087	mondo.0005233	disgenet	0.3
entrez.8622	mondo.0012205	omim	
entrez.8622	mondo.0013616	omim, disgenet	0.6
entrez.8622	mondo.0018479	disgenet	0.33
entrez.8622	mondo.0003996	disgenet	0.3
entrez.8622	mondo.0000211	disgenet	0.52
entrez.8622	mondo.0015999	disgenet	0.3
entrez.338411	mondo.0008534	omim	
entrez.100885801	mondo.0013830	omim	
entrez.8546	mondo.0011997	omim, disgenet	0.94
entrez.411	mondo.0009661	omim, disgenet	0.9
entrez.29958	mondo.0011610	omim, disgenet	0.7
entrez.1719	mondo.0013456	omim	
entrez.1719	mondo.0001700	disgenet	0.41
entrez.1719	mondo.0008383	disgenet	0.34
entrez.1719	mondo.0019052	disgenet	0.3
entrez.1719	mondo.0005071	disgenet	0.31
entrez.1719	mondo.0002629	disgenet	0.37
