Gene	Disease	database_assertedBy	score_DisGeNet
entrez.1120	mondo.0008779	disgenet	0.3
entrez.1120	mondo.0015225	disgenet	0.3
entrez.1120	mondo.0021107	disgenet	0.34
entrez.1120	mondo.0019950	disgenet	0.44
entrez.1120	mondo.0016158	disgenet	0.3
entrez.1120	mondo.0004069	disgenet	0.3
entrez.410	mondo.0009591	omim, disgenet	0.74
entrez.410	mondo.0019046	disgenet	0.4
entrez.410	mondo.0018868	disgenet	0.9
entrez.410	mondo.0017730	disgenet	0.74
entrez.85358	mondo.0013498	omim, disgenet	0.4
entrez.85358	mondo.0011652	omim, disgenet	0.8
entrez.85358	mondo.0024422	disgenet	0.3
entrez.192	mondo.0010568	omim	
entrez.10118	mondo.0010267	omim	
entrez.93985	mondo.0010316	omim	
entrez.50829	mondo.0010273	omim	
entrez.100302509	mondo.0010425	omim	
entrez.59081	mondo.0010290	omim	
entrez.4941	mondo.0010390	omim	
entrez.59332	mondo.0010734	omim	
entrez.6473	mondo.0009588	omim, disgenet	0.7
entrez.6473	mondo.0010367	omim	
entrez.6473	mondo.0007481	omim, disgenet	0.7
entrez.6473	mondo.0019019	disgenet	0.3
entrez.6473	mondo.0018154	disgenet	0.5
entrez.1438	mondo.0010424	omim, disgenet	0.4
entrez.1438	mondo.0012580	disgenet	0.3
entrez.415	mondo.0010555	omim, disgenet	0.73
entrez.415	mondo.0019701	disgenet	0.35
entrez.415	mondo.0019053	disgenet	0.3
entrez.57502	mondo.0010341	omim	
entrez.57502	mondo.0010343	omim	
entrez.57502	mondo.0005575	disgenet	0.3
entrez.412	mondo.0010622	omim, disgenet	0.8
entrez.412	mondo.0008383	disgenet	0.31
entrez.412	mondo.0011122	disgenet	0.33
entrez.412	mondo.0017269	disgenet	0.8
entrez.412	mondo.0017264	disgenet	0.3
entrez.3730	mondo.0010635	omim, disgenet	0.61
entrez.3730	mondo.0018800	disgenet	0.7
entrez.3730	mondo.0007844	disgenet	0.3
entrez.3730	mondo.0019719	disgenet	0.3
entrez.6907	mondo.0026731	omim	
entrez.6907	mondo.0018612	disgenet	0.3
entrez.1253	mondo.0010550	omim	
entrez.23694	mondo.0010307	omim	
entrez.4935	mondo.0021019	omim, disgenet	0.99
entrez.4935	mondo.0010435	omim, disgenet	0.6
entrez.4935	mondo.0017304	disgenet	0.5
entrez.1183	mondo.0010250	omim	
entrez.4281	mondo.0010222	omim	
entrez.3052	mondo.0024552	omim, disgenet	0.8
entrez.3052	mondo.0016023	disgenet	0.3
entrez.3052	mondo.0004069	disgenet	0.3
entrez.265	mondo.0010521	omim	
entrez.265	mondo.0019507	disgenet	0.5
entrez.265	mondo.0015048	disgenet	0.3
entrez.10943	mondo.0026730	omim	
entrez.9758	mondo.0010509	omim, disgenet	0.6
entrez.6399	mondo.0010737	omim	
entrez.6399	mondo.0010650	disgenet	0.3
entrez.6399	mondo.0016648	disgenet	0.5
entrez.6399	mondo.0005516	disgenet	0.36
entrez.6399	mondo.0009717	disgenet	0.3
entrez.6399	mondo.0016761	disgenet	0.69
entrez.8481	mondo.0010702	omim, disgenet	0.66
entrez.8481	mondo.0010320	omim, disgenet	0.4
entrez.8481	mondo.0010431	omim, disgenet	0.63
entrez.8481	mondo.0010265	omim, disgenet	0.43
entrez.8481	mondo.0008779	disgenet	0.3
entrez.8481	mondo.0015225	disgenet	0.3
entrez.8481	mondo.0016575	disgenet	0.3
entrez.8481	mondo.0016023	disgenet	0.3
entrez.8481	mondo.0019019	disgenet	0.31
entrez.8481	mondo.0019200	disgenet	0.4
entrez.8481	mondo.0011348	disgenet	0.4
entrez.8481	mondo.0010176	disgenet	0.3
entrez.2187	mondo.0010351	omim, disgenet	0.3
entrez.2187	mondo.0019391	disgenet	0.45
entrez.2187	mondo.0018975	disgenet	0.3
entrez.2187	mondo.0000577	disgenet	0.3
entrez.2187	mondo.0005627	disgenet	0.3
entrez.2187	mondo.0002334	disgenet	0.3
entrez.2187	mondo.0010172	disgenet	0.51
entrez.5277	mondo.0010466	omim, disgenet	0.7
entrez.5277	mondo.0010438	omim, disgenet	0.4
entrez.5277	mondo.0018641	disgenet	0.7
entrez.5277	mondo.0018097	disgenet	0.3
entrez.5277	mondo.0000577	disgenet	0.3
entrez.5277	mondo.0015286	disgenet	0.3
entrez.8905	mondo.0010574	omim, disgenet	0.81
entrez.8905	mondo.0008779	disgenet	0.3
entrez.8905	mondo.0015225	disgenet	0.3
entrez.8905	mondo.0019428	disgenet	0.3
entrez.4810	mondo.0010545	omim, disgenet	1.0
entrez.4810	mondo.0010544	omim	
entrez.4810	mondo.0021548	disgenet	0.3
entrez.4810	mondo.0020376	disgenet	0.3
entrez.6792	mondo.0010396	omim, disgenet	0.81
entrez.6792	mondo.0016056	disgenet	0.31
entrez.6792	mondo.0010726	disgenet	0.5
entrez.6792	mondo.0018097	disgenet	0.5
entrez.6792	mondo.0007113	disgenet	0.41
entrez.6792	mondo.0001386	disgenet	0.3
entrez.6792	mondo.0005191	disgenet	0.3
entrez.6792	mondo.0016021	disgenet	0.3
entrez.6792	mondo.0005575	disgenet	0.3
entrez.6792	mondo.0017746	disgenet	0.5
entrez.6247	mondo.0010725	omim	
entrez.6247	mondo.0004579	disgenet	0.5
entrez.5256	mondo.0010598	omim	
entrez.5256	mondo.0002412	disgenet	0.4
entrez.5256	mondo.0013091	disgenet	0.3
entrez.10149	mondo.0010511	omim	
entrez.10149	mondo.0008143	disgenet	0.3
entrez.10149	mondo.0018801	disgenet	0.6
entrez.5160	mondo.0010717	omim	
entrez.5160	mondo.0006040	disgenet	0.32
entrez.5160	mondo.0015626	disgenet	0.3
entrez.5160	mondo.0008143	disgenet	0.3
entrez.5160	mondo.0019169	disgenet	0.9
entrez.5160	mondo.0021085	disgenet	0.3
entrez.5160	mondo.0024644	disgenet	0.3
entrez.5160	mondo.0008315	disgenet	0.3
entrez.5160	mondo.0004069	disgenet	0.3
entrez.5160	mondo.0007648	disgenet	0.3
entrez.30011	mondo.0010296	omim	
entrez.30011	mondo.0021063	disgenet	0.3
entrez.30011	mondo.0005401	disgenet	0.3
entrez.6197	mondo.0010447	omim, disgenet	0.61
entrez.6197	mondo.0010561	omim, disgenet	1.0
entrez.6197	mondo.0019019	disgenet	0.3
entrez.6197	mondo.0005036	disgenet	0.3
entrez.6197	mondo.0018177	disgenet	0.3
entrez.22866	mondo.0030909	omim	
entrez.22866	mondo.0005575	disgenet	0.3
entrez.23676	mondo.0010238	omim, disgenet	0.41
entrez.51360	mondo.0010624	omim, disgenet	0.74
entrez.51360	mondo.0010637	omim, disgenet	0.53
entrez.51360	mondo.0049223	omim	
entrez.51360	mondo.0010486	omim, disgenet	0.6
entrez.51360	mondo.0011348	disgenet	0.3
entrez.51360	mondo.0000136	disgenet	0.43
entrez.51360	mondo.0019270	disgenet	0.3
entrez.51360	mondo.0019014	disgenet	0.34
entrez.51360	mondo.0019414	disgenet	0.32
entrez.6611	mondo.0010664	omim, disgenet	0.8
entrez.6611	mondo.0008383	disgenet	0.32
entrez.6611	mondo.0004985	disgenet	0.31
entrez.5251	mondo.0010619	omim	
entrez.5251	mondo.0015469	disgenet	0.4
entrez.5251	mondo.0001567	disgenet	0.3
entrez.5251	mondo.0019019	disgenet	0.3
entrez.139411	mondo.0010440	omim	
entrez.80311	mondo.0010508	omim, disgenet	0.3
entrez.1968	mondo.0010258	omim, disgenet	0.7
entrez.1968	mondo.0008779	disgenet	0.3
entrez.1968	mondo.0015225	disgenet	0.3
entrez.1968	mondo.0016056	disgenet	0.31
entrez.5165	mondo.0010479	omim, disgenet	0.62
entrez.5165	mondo.0015626	disgenet	0.31
entrez.5165	mondo.0004069	disgenet	0.3
entrez.5422	mondo.0010523	omim	
entrez.5422	mondo.0015601	omim	
entrez.5422	mondo.0018975	disgenet	0.3
entrez.5422	mondo.0010686	disgenet	0.3
entrez.494029	mondo.0044261	omim	
entrez.6104	mondo.0000910	omim	
entrez.170302	mondo.0010632	omim, disgenet	0.9
entrez.170302	mondo.0010268	omim	
entrez.170302	mondo.0010224	omim, disgenet	0.7
entrez.170302	mondo.0010317	omim, disgenet	0.6
entrez.170302	mondo.0010654	omim	
entrez.170302	mondo.0008779	disgenet	0.3
entrez.170302	mondo.0015225	disgenet	0.3
entrez.170302	mondo.0011057	disgenet	0.3
entrez.170302	mondo.0002145	disgenet	0.3
entrez.170302	mondo.0018097	disgenet	0.4
entrez.170302	mondo.0016021	disgenet	0.37
entrez.11141	mondo.0010256	omim	
entrez.11141	mondo.0005105	disgenet	0.3
entrez.11141	mondo.0010323	disgenet	0.3
entrez.1680	mondo.0010228	omim	
entrez.190	mondo.0010264	omim, disgenet	1.0
entrez.190	mondo.0010226	omim, disgenet	0.4
entrez.190	mondo.0010765	disgenet	0.31
entrez.190	mondo.0002146	disgenet	0.33
entrez.190	mondo.0001913	disgenet	0.41
entrez.190	mondo.0002145	disgenet	0.32
entrez.190	mondo.0010766	disgenet	0.3
entrez.190	mondo.0010399	disgenet	0.32
entrez.190	mondo.0016674	disgenet	0.3
entrez.2710	mondo.0010613	omim, disgenet	0.69
entrez.2710	mondo.0024644	disgenet	0.3
entrez.1756	mondo.0010542	omim, disgenet	0.7
entrez.1756	mondo.0010311	omim, disgenet	0.8
entrez.1756	mondo.0010679	omim, disgenet	1.0
entrez.1756	mondo.0008779	disgenet	0.3
entrez.1756	mondo.0015225	disgenet	0.3
entrez.1756	mondo.0005021	disgenet	0.9
entrez.1756	mondo.0015626	disgenet	0.3
entrez.1756	mondo.0005058	disgenet	0.3
entrez.1756	mondo.0020121	disgenet	0.5
entrez.1756	mondo.0024965	disgenet	0.3
entrez.1756	mondo.0008487	disgenet	0.3
entrez.1756	mondo.0002125	disgenet	0.5
entrez.1756	mondo.0003356	disgenet	0.3
entrez.1756	mondo.0003359	disgenet	0.3
entrez.1756	mondo.0009993	disgenet	0.31
entrez.1756	mondo.0011719	disgenet	0.31
entrez.1756	mondo.0018891	disgenet	0.3
entrez.1756	mondo.0016333	disgenet	0.33
entrez.1756	mondo.0016971	disgenet	0.4
entrez.1756	mondo.0019950	disgenet	0.34
entrez.1756	mondo.0018949	disgenet	0.3
entrez.1756	mondo.0004994	disgenet	0.5
entrez.1756	mondo.0007269	disgenet	0.4
entrez.1756	mondo.0005575	disgenet	0.3
entrez.100739996	mondo.0010460	omim	
entrez.7504	mondo.0018945	omim	
entrez.7504	mondo.0005021	disgenet	0.4
entrez.7504	mondo.0005570	disgenet	0.3
entrez.7504	mondo.0019056	disgenet	0.3
entrez.7504	mondo.0008695	disgenet	0.33
entrez.1536	mondo.0010389	omim, disgenet	0.7
entrez.1536	mondo.0010600	omim	
entrez.1536	mondo.0005015	disgenet	0.34
entrez.1536	mondo.0018305	disgenet	0.9
entrez.1536	mondo.0005009	disgenet	0.31
entrez.1536	mondo.0005044	disgenet	0.53
entrez.1536	mondo.0005240	disgenet	0.31
entrez.1536	mondo.0005300	disgenet	0.5
entrez.1536	mondo.0005394	disgenet	0.3
entrez.117189	mondo.0010304	omim	
entrez.8245	mondo.0010255	omim	
entrez.100188775	mondo.0010640	omim	
entrez.4384	mondo.0010231	omim	
entrez.8246	mondo.0010658	omim	
entrez.780901	mondo.0010369	omim	
entrez.4977	mondo.0010698	omim, disgenet	0.31
entrez.5640	mondo.0010667	omim	
entrez.6103	mondo.0010566	omim	
entrez.6103	mondo.0010227	omim, disgenet	0.77
entrez.6103	mondo.0010330	omim, disgenet	0.6
entrez.6103	mondo.0010443	omim, disgenet	0.3
entrez.6103	mondo.0019200	disgenet	0.7
entrez.6103	mondo.0018852	disgenet	0.3
entrez.6103	mondo.0005150	disgenet	0.32
entrez.6103	mondo.0019118	disgenet	0.46
entrez.6103	mondo.0005365	disgenet	0.3
entrez.5009	mondo.0010703	omim, disgenet	1.0
entrez.5009	mondo.0005560	disgenet	0.33
entrez.7102	mondo.0010266	omim, disgenet	0.7
entrez.54880	mondo.0010261	omim	
entrez.54880	mondo.0004971	disgenet	0.4
entrez.54880	mondo.0018874	disgenet	0.33
entrez.54880	mondo.0019004	disgenet	0.3
entrez.54880	mondo.0002629	disgenet	0.31
entrez.54880	mondo.0008380	disgenet	0.31
entrez.54880	mondo.0000577	disgenet	0.3
entrez.54880	mondo.0002926	disgenet	0.31
entrez.54880	mondo.0005006	disgenet	0.36
entrez.54880	mondo.0018924	disgenet	0.54
entrez.54880	mondo.0017125	disgenet	0.8
entrez.10159	mondo.0010319	omim, disgenet	0.6
entrez.10159	mondo.0010482	omim, disgenet	0.61
entrez.10159	mondo.0005180	disgenet	0.31
entrez.8239	mondo.0010487	omim, disgenet	0.6
entrez.8239	mondo.0010502	omim	
entrez.8239	mondo.0012155	disgenet	0.3
entrez.8239	mondo.0011348	disgenet	0.3
entrez.1654	mondo.0010497	omim, disgenet	0.6
entrez.1654	mondo.0008143	disgenet	0.3
entrez.1654	mondo.0015760	disgenet	0.31
entrez.1654	mondo.0006292	disgenet	0.3
entrez.1654	mondo.0009021	disgenet	0.31
entrez.60506	mondo.0010690	omim	
entrez.60506	mondo.0004588	disgenet	0.67
entrez.60506	mondo.0016293	disgenet	0.7
entrez.60506	mondo.0010241	disgenet	0.4
entrez.60506	mondo.0009758	disgenet	0.3
entrez.60506	mondo.0012490	disgenet	0.3
entrez.8573	mondo.0010318	omim	
entrez.8573	mondo.0010417	omim, disgenet	0.71
entrez.8573	mondo.0008779	disgenet	0.3
entrez.8573	mondo.0015225	disgenet	0.3
entrez.8573	mondo.0004993	disgenet	0.3
entrez.8573	mondo.0002427	disgenet	0.3
entrez.8573	mondo.0016064	disgenet	0.3
entrez.8573	mondo.0016056	disgenet	0.58
entrez.8573	mondo.0006406	disgenet	0.3
entrez.8573	mondo.0005617	disgenet	0.3
entrez.8573	mondo.0002010	disgenet	0.33
entrez.8573	mondo.0008939	disgenet	0.45
entrez.8573	mondo.0003050	disgenet	0.3
entrez.8573	mondo.0016021	disgenet	0.31
entrez.8573	mondo.0010316	disgenet	0.3
entrez.8573	mondo.0010297	disgenet	0.3
entrez.8573	mondo.0015204	disgenet	0.3
entrez.100188767	mondo.0010391	omim	
entrez.4378	mondo.0010236	omim	
entrez.378882	mondo.0010347	omim	
entrez.102775565	mondo.0010453	omim	
entrez.4429	mondo.0010270	omim	
entrez.4128	mondo.0010379	omim, disgenet	0.81
entrez.4128	mondo.0004985	disgenet	0.4
entrez.4128	mondo.0001548	disgenet	0.3
entrez.4128	mondo.0001711	disgenet	0.31
entrez.4128	mondo.0007739	disgenet	0.32
entrez.4128	mondo.0005336	disgenet	0.31
entrez.4128	mondo.0005180	disgenet	0.4
entrez.4128	mondo.0016621	disgenet	0.3
entrez.4128	mondo.0000550	disgenet	0.3
entrez.4693	mondo.0010588	omim, disgenet	0.6
entrez.4693	mondo.0010691	omim, disgenet	1.0
entrez.4693	mondo.0006952	disgenet	0.36
entrez.4693	mondo.0010269	disgenet	0.34
entrez.4693	mondo.0019631	disgenet	0.42
entrez.4693	mondo.0019516	disgenet	0.4
entrez.4693	mondo.0007589	disgenet	0.3
entrez.7403	mondo.0010465	omim	
entrez.7403	mondo.0001187	disgenet	0.53
entrez.7403	mondo.0004987	disgenet	0.53
entrez.7403	mondo.0004992	disgenet	0.5
entrez.7403	mondo.0006474	disgenet	0.3
entrez.7403	mondo.0004971	disgenet	0.3
entrez.7403	mondo.0020311	disgenet	0.31
entrez.7403	mondo.0007959	disgenet	0.31
entrez.7403	mondo.0009693	disgenet	0.31
entrez.7403	mondo.0019019	disgenet	0.3
entrez.7403	mondo.0000384	disgenet	0.3
entrez.7403	mondo.0004703	disgenet	0.3
entrez.7403	mondo.0000577	disgenet	0.3
entrez.7403	mondo.0005580	disgenet	0.5
entrez.7403	mondo.0008315	disgenet	0.31
entrez.7403	mondo.0004986	disgenet	0.33
entrez.7403	mondo.0016512	disgenet	0.7
entrez.7403	mondo.0005575	disgenet	0.3
entrez.84679	mondo.0026723	omim	
entrez.6102	mondo.0010723	omim, disgenet	0.83
entrez.6102	mondo.0008487	disgenet	0.3
entrez.6102	mondo.0019200	disgenet	0.47
entrez.54539	mondo.0010494	omim, disgenet	0.4
entrez.54539	mondo.0026721	omim	
entrez.54539	mondo.0004069	disgenet	0.3
entrez.54539	mondo.0024552	disgenet	0.32
entrez.54539	mondo.0009640	disgenet	0.4
entrez.8241	mondo.0010711	omim, disgenet	0.63
entrez.8241	mondo.0008779	disgenet	0.3
entrez.8241	mondo.0015225	disgenet	0.3
entrez.8241	mondo.0011348	disgenet	0.3
entrez.8241	mondo.0005575	disgenet	0.3
entrez.7317	mondo.0010532	omim, disgenet	0.72
entrez.7317	mondo.0008779	disgenet	0.4
entrez.7317	mondo.0015225	disgenet	0.4
entrez.7317	mondo.0005096	disgenet	0.3
entrez.6853	mondo.0010339	omim, disgenet	0.6
entrez.266678	mondo.0010324	omim	
entrez.5199	mondo.0010713	omim, disgenet	0.31
entrez.5199	mondo.0018059	disgenet	0.3
entrez.6756	mondo.0010434	omim, disgenet	0.7
entrez.24140	mondo.0010660	omim, disgenet	0.3
entrez.64840	mondo.0010592	omim, disgenet	1.0
entrez.64840	mondo.0016023	disgenet	0.3
entrez.64840	mondo.0011348	disgenet	0.3
entrez.10682	mondo.0026782	omim	
entrez.10682	mondo.0010498	omim, disgenet	0.72
entrez.10682	mondo.0008779	disgenet	0.3
entrez.10682	mondo.0015225	disgenet	0.3
entrez.10682	mondo.0019701	disgenet	0.73
entrez.10682	mondo.0015193	disgenet	0.3
entrez.10682	mondo.0011348	disgenet	0.4
entrez.10682	mondo.0010556	disgenet	0.31
entrez.10682	mondo.0020603	disgenet	1.0
entrez.10682	mondo.0019053	disgenet	0.3
entrez.7454	mondo.0010743	omim, disgenet	0.8
entrez.7454	mondo.0010518	omim, disgenet	1.0
entrez.7454	mondo.0010294	omim, disgenet	0.7
entrez.7454	mondo.0005062	disgenet	0.3
entrez.2623	mondo.0008608	omim, disgenet	0.4
entrez.2623	mondo.0010444	omim	
entrez.2623	mondo.0010308	omim, disgenet	0.5
entrez.2623	mondo.0010745	omim, disgenet	0.7
entrez.2623	mondo.0019458	disgenet	0.31
entrez.2623	mondo.0018872	disgenet	0.5
entrez.2623	mondo.0002049	disgenet	0.7
entrez.2623	mondo.0000577	disgenet	0.3
entrez.2623	mondo.0002334	disgenet	0.3
entrez.2623	mondo.0015253	disgenet	0.37
entrez.2623	mondo.0008040	disgenet	0.4
entrez.10013	mondo.0010463	omim, disgenet	0.5
entrez.10013	mondo.0005105	disgenet	0.32
entrez.10013	mondo.0008315	disgenet	0.32
entrez.10084	mondo.0010653	omim, disgenet	0.7
entrez.10084	mondo.0006664	disgenet	0.4
entrez.10084	mondo.0016056	disgenet	0.55
entrez.10084	mondo.0019064	disgenet	0.3
entrez.10084	mondo.0020434	disgenet	0.3
entrez.10084	mondo.0005575	disgenet	0.3
entrez.10084	mondo.0015204	disgenet	0.3
entrez.7355	mondo.0010478	omim, disgenet	0.7
entrez.7355	mondo.0015286	disgenet	0.32
entrez.7030	mondo.0010456	omim	
entrez.7030	mondo.0005086	disgenet	0.5
entrez.7030	mondo.0011655	disgenet	0.4
entrez.7030	mondo.0015523	disgenet	0.36
entrez.7030	mondo.0017885	disgenet	0.3
entrez.7030	mondo.0003012	disgenet	0.3
entrez.7030	mondo.0005220	disgenet	0.3
entrez.7030	mondo.0017884	disgenet	0.35
entrez.7030	mondo.0017886	disgenet	0.3
entrez.11152	mondo.0010476	omim, disgenet	0.7
entrez.11152	mondo.0005180	disgenet	0.3
entrez.11152	mondo.0018307	disgenet	0.4
entrez.6855	mondo.0010429	omim, disgenet	0.7
entrez.6855	mondo.0005233	disgenet	0.31
entrez.6855	mondo.0019261	disgenet	0.3
entrez.778	mondo.0010335	omim	
entrez.778	mondo.0010241	omim, disgenet	0.9
entrez.778	mondo.0010371	omim, disgenet	0.66
entrez.778	mondo.0019200	disgenet	0.33
entrez.778	mondo.0016293	disgenet	0.7
entrez.778	mondo.0009758	disgenet	0.3
entrez.778	mondo.0012490	disgenet	0.3
entrez.28952	mondo.0010499	omim, disgenet	0.4
entrez.28952	mondo.0019078	disgenet	0.51
entrez.50943	mondo.0010580	omim	
entrez.50943	mondo.0008383	disgenet	0.4
entrez.50943	mondo.0004985	disgenet	0.3
entrez.50943	mondo.0015193	disgenet	0.3
entrez.50943	mondo.0019471	disgenet	0.4
entrez.50943	mondo.0008487	disgenet	0.3
entrez.50943	mondo.0004989	disgenet	0.4
entrez.389856	mondo.0010510	omim, disgenet	0.6
entrez.1184	mondo.0010644	omim, disgenet	0.6
entrez.1184	mondo.0010225	omim, disgenet	0.94
entrez.1184	mondo.0010358	omim	
entrez.1184	mondo.0010687	omim	
entrez.1184	mondo.0021042	disgenet	0.3
entrez.1184	mondo.0019019	disgenet	0.3
entrez.1184	mondo.0003268	disgenet	0.3
entrez.1184	mondo.0015917	disgenet	0.3
entrez.1184	mondo.0015612	disgenet	0.6
entrez.100188769	mondo.0010405	omim	
entrez.100689214	mondo.0010458	omim	
entrez.57477	mondo.0010325	omim, disgenet	0.7
entrez.9210	mondo.0010349	omim, disgenet	0.6
entrez.9210	mondo.0008487	disgenet	0.4
entrez.9210	mondo.0009299	disgenet	0.32
entrez.6757	mondo.0010434	omim, disgenet	0.7
entrez.6757	mondo.0008315	disgenet	0.32
entrez.8242	mondo.0010355	omim, disgenet	0.7
entrez.8242	mondo.0005086	disgenet	0.3
entrez.8242	mondo.0017885	disgenet	0.3
entrez.8242	mondo.0003012	disgenet	0.3
entrez.8242	mondo.0005220	disgenet	0.3
entrez.8242	mondo.0017884	disgenet	0.3
entrez.23096	mondo.0010656	omim	
entrez.23096	mondo.0008434	disgenet	0.3
entrez.8243	mondo.0010370	omim, disgenet	0.63
entrez.8243	mondo.0001187	disgenet	0.3
entrez.8243	mondo.0004987	disgenet	0.3
entrez.8243	mondo.0004971	disgenet	0.3
entrez.8243	mondo.0004614	disgenet	0.3
entrez.8243	mondo.0004643	disgenet	0.3
entrez.8243	mondo.0019019	disgenet	0.3
entrez.8243	mondo.0000577	disgenet	0.3
entrez.8243	mondo.0016033	disgenet	0.6
entrez.8243	mondo.0012555	disgenet	0.3
entrez.3028	mondo.0010327	omim	
entrez.3028	mondo.0005061	disgenet	0.3
entrez.3028	mondo.0004069	disgenet	0.3
entrez.10075	mondo.0010407	omim, disgenet	0.7
entrez.10075	mondo.0015469	disgenet	0.3
entrez.23133	mondo.0010286	omim, disgenet	0.71
entrez.90121	mondo.0010493	omim, disgenet	0.6
entrez.90121	mondo.0000577	disgenet	0.3
entrez.90121	mondo.0002334	disgenet	0.3
entrez.90121	mondo.0015253	disgenet	0.3
entrez.2245	mondo.0010589	omim	
entrez.2245	mondo.0008779	disgenet	0.3
entrez.2245	mondo.0015225	disgenet	0.3
entrez.2245	mondo.0019019	disgenet	0.3
entrez.2245	mondo.0021005	disgenet	0.8
entrez.10916	mondo.0010503	omim, disgenet	0.6
entrez.212	mondo.0010420	omim	
entrez.212	mondo.0020721	omim, disgenet	0.8
entrez.212	mondo.0015194	disgenet	0.5
entrez.212	mondo.0000577	disgenet	0.3
entrez.29978	mondo.0010459	omim, disgenet	0.6
entrez.29978	mondo.0004976	disgenet	0.5
entrez.100188771	mondo.0010410	omim	
entrez.1083	mondo.0010244	omim	
entrez.8249	mondo.0010253	omim	
entrez.57789	mondo.0010282	omim	
entrez.23229	mondo.0010375	omim, disgenet	0.71
entrez.57760	mondo.0010287	omim, disgenet	0.3
entrez.57760	mondo.0019064	disgenet	0.31
entrez.139285	mondo.0010310	omim, disgenet	0.86
entrez.139285	mondo.0019004	disgenet	0.4
entrez.55906	mondo.0010758	omim, disgenet	0.62
entrez.55906	mondo.0008779	disgenet	0.31
entrez.55906	mondo.0015225	disgenet	0.31
entrez.55906	mondo.0016056	disgenet	0.3
entrez.55906	mondo.0010666	disgenet	0.5
entrez.55906	mondo.0010532	disgenet	0.3
entrez.55906	mondo.0015204	disgenet	0.3
entrez.93991	mondo.0010329	omim	
entrez.81887	mondo.0010665	omim	
entrez.81887	mondo.0015626	disgenet	0.3
entrez.81887	mondo.0005575	disgenet	0.3
entrez.4478	mondo.0010514	omim, disgenet	0.7
entrez.4478	mondo.0008143	disgenet	0.3
entrez.4478	mondo.0024644	disgenet	0.3
entrez.367	mondo.0010384	omim, disgenet	0.6
entrez.367	mondo.0019154	omim, disgenet	1.0
entrez.367	mondo.0023122	omim	
entrez.367	mondo.0010720	omim	
entrez.367	mondo.0010735	omim, disgenet	0.5
entrez.367	mondo.0004907	disgenet	0.39
entrez.367	mondo.0019781	disgenet	0.3
entrez.367	mondo.0005082	disgenet	0.6
entrez.367	mondo.0005044	disgenet	0.52
entrez.367	mondo.0005372	disgenet	0.4
entrez.367	mondo.0005059	disgenet	0.32
entrez.367	mondo.0002145	disgenet	0.34
entrez.367	mondo.0005406	disgenet	0.3
entrez.367	mondo.0015261	disgenet	0.3
entrez.367	mondo.0016693	disgenet	0.3
entrez.367	mondo.0005433	disgenet	0.34
entrez.367	mondo.0005628	disgenet	0.4
entrez.367	mondo.0003999	disgenet	0.3
entrez.367	mondo.0016686	disgenet	0.3
entrez.367	mondo.0005193	disgenet	0.37
entrez.367	mondo.0016684	disgenet	0.3
entrez.367	mondo.0016687	disgenet	0.3
entrez.367	mondo.0016689	disgenet	0.3
entrez.367	mondo.0016688	disgenet	0.3
entrez.367	mondo.0016691	disgenet	0.3
entrez.367	mondo.0004071	disgenet	0.3
entrez.367	mondo.0021124	disgenet	0.3
entrez.367	mondo.0008315	disgenet	0.7
entrez.367	mondo.0004989	disgenet	0.4
entrez.4983	mondo.0010337	omim	
entrez.4983	mondo.0011057	disgenet	0.3
entrez.4983	mondo.0008939	disgenet	0.49
entrez.100188765	mondo.0010365	omim	
entrez.1947	mondo.0010570	omim, disgenet	1.0
entrez.1947	mondo.0015469	disgenet	0.64
entrez.1947	mondo.0011122	disgenet	0.3
entrez.1947	mondo.0016643	disgenet	0.31
entrez.1896	mondo.0010741	omim, disgenet	0.6
entrez.1896	mondo.0010585	omim, disgenet	0.8
entrez.1896	mondo.0005105	disgenet	0.3
entrez.1896	mondo.0005575	disgenet	0.3
entrez.3476	mondo.0010333	omim	
entrez.3476	mondo.0016023	disgenet	0.3
entrez.3476	mondo.0004989	disgenet	0.3
entrez.407	mondo.0049221	omim	
entrez.24137	mondo.0010488	omim, disgenet	0.3
entrez.1741	mondo.0010452	omim, disgenet	0.6
entrez.1741	mondo.0004985	disgenet	0.33
entrez.1741	mondo.0005575	disgenet	0.3
entrez.1741	mondo.0019719	disgenet	0.3
entrez.56159	mondo.0010647	omim, disgenet	0.6
entrez.3561	mondo.0010315	omim	
entrez.3561	mondo.0010730	omim	
entrez.3561	mondo.0017844	disgenet	0.3
entrez.9968	mondo.0010477	omim, disgenet	0.63
entrez.9968	mondo.0010655	omim, disgenet	0.73
entrez.9968	mondo.0010590	omim	
entrez.9968	mondo.0008779	disgenet	0.3
entrez.9968	mondo.0015225	disgenet	0.3
entrez.9968	mondo.0015871	disgenet	0.4
entrez.9968	mondo.0020066	disgenet	0.3
entrez.9968	mondo.0005396	disgenet	0.3
entrez.9968	mondo.0002056	disgenet	0.38
entrez.9968	mondo.0006639	disgenet	0.3
entrez.9968	mondo.0002010	disgenet	0.8
entrez.9968	mondo.0008315	disgenet	0.34
entrez.9968	mondo.0004989	disgenet	0.31
entrez.9968	mondo.0009583	disgenet	0.31
entrez.9968	mondo.0010316	disgenet	0.3
entrez.9968	mondo.0010297	disgenet	0.3
entrez.54413	mondo.0010321	omim	
entrez.54413	mondo.0010340	omim, disgenet	0.6
entrez.2705	mondo.0010549	omim, disgenet	1.0
entrez.2705	mondo.0004972	disgenet	0.3
